Site or app,Entity,Platform,App package name or store ID,Issue location,Issue type,Issues,Status,Property codes,Ad requests - last 7 days,Date reported,Last date found
aceh.tribunnews.com,Page,N/A,N/A,aceh.tribunnews.com/bisnis/1014416/daftar-harga-emas-di-aceh-per-mayam-3-maret-2026langsa-rp95-juta-banda-aceh-masih-di-level-tinggi?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,69,2026-03-03,2026-03-04
pontianak.tribunnews.com,Page,N/A,N/A,pontianak.tribunnews.com/2024/12/18/50-soal-usbn-bahasa-indonesia-kelas-6-sd-lengkap-kunci-jawaban-soal-try-out-ujian-sekolah-tahun-2025?page=4,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,68,2026-03-03,2026-03-03
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/pendidikan/7789635/30-soal-tka-matematika-sdmi-2026-dilengkapi-kunci-jawaban-sebagai-latihan?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,68,2026-02-26,2026-03-02
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/pendidikan/2025/05/05/kunci-jawaban-ips-kelas-8-halaman-219-kurikulum-merdeka-menjawab-soal-esai?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,68,2026-02-26,2026-03-02
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/internasional/7799350/10-tempat-teraman-di-tengah-kekhawatiran-perang-dunia-iii-indonesia-dan-greenland-masuk-daftar?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,68,2026-03-03,2026-03-03
health.tribunnews.com,Page,N/A,N/A,health.tribunnews.com/umum/37303/turunkan-tekanan-darah-secara-alami-dengan-konsumsi-8-jenis-buah-ini?utm_source=pushnotif?source=kgnotif_1,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,68,2026-03-03,2026-03-03
pekanbaru.tribunnews.com,Page,N/A,N/A,pekanbaru.tribunnews.com/2021/08/27/film-bokeh-maika-monroe-trend-xnxubd-film-bokeh-full-bokeh-lights-bokeh-video-google-apk-download,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,67,2026-02-26,2026-03-04
padang.tribunnews.com,Page,N/A,N/A,padang.tribunnews.com/2025/06/28/kunci-jawaban-bmr-kelas-12-bab-9-pilihan-ganda-k13-lengkap-dan-akurat?page=all,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,67,2026-03-02,2026-03-02
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/internasional/2016/07/01/wow-wanita-cantik-ini-lupa-nggak-pakai-celana-dalam-saat-belanja-di-mal,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,67,2026-02-26,2026-03-03
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/internasional/2015/12/04/edan-kasus-hubungan-intim-manusia-dan-kuda-meningkat,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,66,2026-02-26,2026-03-04
jateng.tribunnews.com,Page,N/A,N/A,jateng.tribunnews.com/jawa-tengah/1245374/viral-dikaitkan-lampor-pemuda-purbalingga-tiba-tiba-di-wonosobo-motornya-di-lereng?page=3,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,66,2026-02-27,2026-03-03
gorontalo.tribunnews.com,Page,N/A,N/A,gorontalo.tribunnews.com/nasional/81963/kapan-lebaran-2026-ini-jadwal-sidang-isbat-penentuan-1-syawal-1447-h-oleh-kemenag,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,66,2026-03-01,2026-03-02
banten.tribunnews.com,Page,N/A,N/A,banten.tribunnews.com/news/149989/lokasi-atm-pecahan-10-20-ribu-terdekat-2026-di-jakarta-tangerang-serang-cilegon-dan-bandung?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,66,2026-02-26,2026-03-03
aceh.tribunnews.com,Page,N/A,N/A,aceh.tribunnews.com/news/1014506/as-dan-israel-ketakutan-jika-perang-dengan-iran-berlangsung-lebih-10-hari-pentagon-ingatkan-trump?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,66,2026-03-03,2026-03-03
manado.tribunnews.com,Page,N/A,N/A,manado.tribunnews.com/sulawesi-utara/1867130/emas-batangan-dan-dokumen-dari-5-toko-disita-kejati-sulut-ini-daftar-namanya?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,65,2026-03-02,2026-03-03
jatim.tribunnews.com,Page,N/A,N/A,jatim.tribunnews.com/madura/528332/setelah-habiskan-rp-2-m-untuk-bangun-jalan-10-km-mat-yasin-siapkan-rp-1-m-untuk-perbaiki-desa-lain?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,65,2026-02-27,2026-03-03
bengkulu.tribunnews.com,Page,N/A,N/A,bengkulu.tribunnews.com/2022/03/12/contoh-soal-dan-jawaban-e-rohani-polri-agama-islam-tahun-2022?page=all,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,65,2026-03-03,2026-03-04
palembang.tribunnews.com,Page,N/A,N/A,palembang.tribunnews.com/2024/09/06/30-latihan-soal-bahasa-inggris-he-always-gets-up-at-5-oclock-kelas-4-sd-kurikulum-merdeka-jawaban?page=all,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,64,2026-03-01,2026-03-02
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/pendidikan/2025/03/04/kunci-jawaban-bahasa-indonesia-halaman-179-kelas-10-sma-kurikulum-merdeka?page=4,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,64,2026-02-26,2026-03-02
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/internasional/7799221/putin-siap-bantu-stabilkan-situasi-di-timur-tengah-rusia-akan-gunakan-semua-peluang-yang-ada?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,64,2026-03-03,2026-03-03
gorontalo.tribunnews.com,Page,N/A,N/A,gorontalo.tribunnews.com/provinsi-gorontalo/81974/fakta-kasus-revitalisasi-jalan-mt-haryono-team-leader-pengawas-ternyata-residivis-korupsi?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,64,2026-03-01,2026-03-04
style.tribunnews.com,Page,N/A,N/A,style.tribunnews.com/2017/08/02/6-ciri-wanita-sudah-tak-perawan-mulai-hidung-mata-payudara-hingga-bentuk-punggung,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,63,2026-02-26,2026-03-04
pontianak.tribunnews.com,Page,N/A,N/A,pontianak.tribunnews.com/2024/06/02/80-soal-pat-akidah-akhlak-kelas-11-sma-ma-kunci-jawaban-ukk-sumatif-akhir-semester-genap-2024?page=all,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,63,2026-03-02,2026-03-02
manado.tribunnews.com,Page,N/A,N/A,manado.tribunnews.com/sulawesi-utara/1867130/emas-batangan-dan-dokumen-dari-5-toko-disita-kejati-sulut-ini-daftar-namanya?page=4,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,63,2026-03-02,2026-03-03
manado.tribunnews.com,Page,N/A,N/A,manado.tribunnews.com/nasional/1867255/pensiunan-akan-cair-pertama-ini-jadwal-pencairan-dan-besaran-tunjangan-thr-pns-pppk-tni-dan-polri?page=3,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,63,2026-03-03,2026-03-04
style.tribunnews.com,Page,N/A,N/A,style.tribunnews.com/2016/08/22/gaya-masturbasi-pria-hayo-kamu-biasanya-pakai-style-yang-mana,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,62,2026-02-27,2026-03-03
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/pendidikan/7785646/50-soal-osn-ipa-sd-tahun-2026-dan-kunci-jawaban-olimpiade-sains-nasional?page=all&s=paging_new,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,61,2026-03-01,2026-03-02
bali.tribunnews.com,Page,N/A,N/A,bali.tribunnews.com/news/592765/kisah-ibu-asal-bali-lindungi-anak-di-tengah-hujan-rudal-di-qatar-sembunyi-di-kamar-mandi?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,61,2026-03-01,2026-03-02
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/pendidikan/2024/10/21/kunci-jawaban-pai-kelas-2-sd-halaman-188-189-190-kurikulum-merdeka-ayo-berlatih-bab-7?page=3,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,60,2026-03-02,2026-03-02
wartakota.tribunnews.com,Page,N/A,N/A,wartakota.tribunnews.com/nasional/866174/ferry-irwandi-bongkar-otak-demo-rusuh-tracking-medsos-soal-bubarkan-dpr-hingga-contoh-video-gibran?page=all,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,60,2026-03-02,2026-03-02
wartakota.tribunnews.com,Page,N/A,N/A,wartakota.tribunnews.com/2021/05/26/cerita-psk-open-bo-di-michat-dapat-pelanggan-tetangga-sendiri-dan-teman-nongkrong-tarif-tetap-sama,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,60,2026-02-26,2026-03-04
sumsel.tribunnews.com,Page,N/A,N/A,sumsel.tribunnews.com/news/1008976/bripda-pirman-resmi-dipecat-terungkap-fakta-keji-sikap-roket-habisi-nyawa-sang-junior-di-asrama?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,60,2026-03-02,2026-03-02
sumsel.tribunnews.com,Page,N/A,N/A,sumsel.tribunnews.com/2025/03/08/50-soal-pts-matematika-kelas-2-semester-2-2025-kurikulum-merdeka-dan-kunci-jawaban?page=3,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,60,2026-02-26,2026-03-03
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/2018/03/22/7-artis-indonesia-ini-disebut-memiliki-payudara-terindah-nomor-terakhir-sempat-menghebohkan?page=all,Policy issue,Site Behavior: Navigation,Restricted ad serving,ca-pub-7784034061253020,60,2026-02-26,2026-03-02
manado.tribunnews.com,Page,N/A,N/A,manado.tribunnews.com/sulawesi-utara/1866949/harga-bbm-terbaru-maret-2026-naik-serentak-berikut-rinciannya?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,60,2026-03-01,2026-03-02
manado.tribunnews.com,Page,N/A,N/A,manado.tribunnews.com/2019/03/13/cerita-para-psk-waria-terjerumus-ke-prostitusi-alasan-ekonomi-hingga-kepuasan-diri?page=all,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,60,2026-02-27,2026-03-03
kaltim.tribunnews.com,Page,N/A,N/A,kaltim.tribunnews.com/news/1138520/10-smp-terbaik-di-samarinda-versi-puspresnas-referensi-daftar-spmb-2026?page=3,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,60,2026-02-27,2026-03-02
wow.tribunnews.com,Page,N/A,N/A,wow.tribunnews.com/superball/380951/breaking-news-persebaya-vs-persib-kesalahan-barba-dibayar-mahal-teja-paku-alam-pungut-bola?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,59,2026-03-02,2026-03-02
trends.tribunnews.com,Page,N/A,N/A,trends.tribunnews.com/2025/07/09/kunci-jawaban-modul-2-topik-2-ppg-2025-melalui-compassion-bela-rasa-individu-dapat-mengurangi?page=3,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,59,2026-02-28,2026-03-03
pontianak.tribunnews.com,Page,N/A,N/A,pontianak.tribunnews.com/2025/03/07/50-soal-ppkn-kelas-12-sma-semester-2-kurikulum-merdeka-2025-kunci-jawaban-pilihan-ganda?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,59,2026-03-01,2026-03-04
manado.tribunnews.com,Page,N/A,N/A,manado.tribunnews.com/boltim,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,59,2026-03-03,2026-03-03
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/pendidikan/7788351/50-soal-osn-ips-smp-2026-dan-kunci-jawaban-olimpiade-sains-nasional?page=all&s=paging_new,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,59,2026-02-28,2026-03-02
aceh.tribunnews.com,Page,N/A,N/A,aceh.tribunnews.com/lifestyle/1012419/50-link-twibbon-ramadhan-2026-desainnya-simple-elegan-lengkap-caption-dan-ucapan-bahasa-inggris?source=kgnotif_1,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,59,2026-03-01,2026-03-02
www.tribunnewswiki.com,Page,N/A,N/A,www.tribunnewswiki.com/2019/12/28/3-skandal-cupi-cupita-baju-melorot-saat-manggung-hingga-video-syur-mirip-dirinya,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,58,2026-02-26,2026-03-04
trends.tribunnews.com,Page,N/A,N/A,trends.tribunnews.com/2024/10/01/kunci-jawaban-pmm-post-test-ppa-umum-3-ppg-daljab-anda-mengetahui-ada-2-suku-asal-peserta-didik?page=3,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,58,2026-02-26,2026-03-02
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2018/06/13/4-film-dengan-adegan-ranjang-terpanas-sepanjang-sejarah-benar-benar-seperti-nyata,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,58,2026-02-26,2026-03-02
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/internasional/7798672/selat-hormuz-ditutup-bahlil-sebut-cadangan-minyak-ri-hanya-cukup-untuk-20-hari?lgn_method=google&google_btn=onetap,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,57,2026-03-02,2026-03-03
wow.tribunnews.com,Page,N/A,N/A,wow.tribunnews.com/superball/380967/8-fakta-duel-persebaya-vs-persib-kakang-tavares-nyaris-ricuh-hingga-kartu-kuning-konyol-adam-alis?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,57,2026-03-02,2026-03-02
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/kareba-parlementa/1829001/dprd-makassar-dukung-perumda-ambil-alih-parkir-pantai-losari-tak-ada-lagi-nariknya-sangat-mahal?source=kgnotif_1,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,57,2026-03-02,2026-03-04
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/pendidikan/7798014/40-soal-pts-bahasa-indonesia-kelas-4-semester-2-kurikulum-merdeka-dan-kunci-jawaban-sts-uts?page=all&s=paging_new,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,56,2026-03-01,2026-03-03
pontianak.tribunnews.com,Page,N/A,N/A,pontianak.tribunnews.com/2021/07/03/cek-promo-naga-swalayan-jumat-sabtu-minggu-ini-promo-jsm-naga-swalayan-dapatkan-harga-termurah,Policy issue,Encouraging accidental clicks: Layout,Restricted ad serving,ca-pub-7784034061253020,56,2026-03-03,2026-03-03
pontianak.tribunnews.com,Page,N/A,N/A,pontianak.tribunnews.com/2018/06/05/9-artis-seksi-indonesia-yang-tampil-toples-di-film-berani-adegan-panas-sama-bule,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,56,2026-02-27,2026-03-04
palembang.tribunnews.com,Page,N/A,N/A,palembang.tribunnews.com/2025/04/07/25-soal-bab-7-ipas-kelas-3-sd-kurikulum-merdeka-lengkap-kunci-jawaban-cerita-dari-kampung-halaman?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,56,2026-02-27,2026-03-03
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/news/1784157/pengakuan-bupati-pekalongan-di-kpk-bingung-ditahan-itu-perusahaan-dari-keluarga-bukan-saya?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,56,2026-03-03,2026-03-04
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/pendidikan/2025/05/13/50-soal-ujian-sekolah-pkn-kelas-9-2025-kurikulum-merdeka-dan-kunci-jawaban-us?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,56,2026-03-03,2026-03-03
jatim.tribunnews.com,Page,N/A,N/A,jatim.tribunnews.com/news/535453/alasan-sarifah-istri-gubernur-kaltim-berpakaian-nyentrik-tim-ahli-bongkar-fakta-puluhan-tahun?page=3,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,56,2026-03-02,2026-03-02
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2019/01/28/wanita-ini-usia-16-tahun-sudah-jadi-bintang-film-dewasa-segini-gajinya-sekali-main?page=all,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,56,2026-02-27,2026-03-03
palembang.tribunnews.com,Page,N/A,N/A,palembang.tribunnews.com/2024/10/11/10-soal-ipa-kelas-8-smp-bab-11-tentang-cahaya-dan-alat-optik-dilengkapi-kunci-jawaban-pilihan-ganda?page=3,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,55,2026-03-01,2026-03-03
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/internasional/7799529/putra-ali-khamenei-mojtaba-dilaporkan-terpilih-menjadi-pemimpin-tertinggi-iran-berikutnya?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,55,2026-03-03,2026-03-03
pontianak.tribunnews.com,Page,N/A,N/A,pontianak.tribunnews.com/2025/03/09/50-soal-ujian-pkn-kelas-12-sma-smk-ma-kurikulum-merdeka-lengkap-kunci-jawaban-soal-usbnusp-2025?page=3,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,54,2026-02-26,2026-03-02
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/tag/injourney-airports,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,54,2026-02-27,2026-03-03
jatim-timur.tribunnews.com,Page,N/A,N/A,jatim-timur.tribunnews.com/superball/36312/persebaya-imbang-lawan-persib-bandung-ini-kata-kata-bonek?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,54,2026-03-03,2026-03-03
jateng.tribunnews.com,Page,N/A,N/A,jateng.tribunnews.com/semarang/1245816/pamit-magang-di-saloka-cerita-bilqis-tiba-tiba-dihantam-truk-dari-belakang-di-exit-tol-bawen?page=3,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,54,2026-03-03,2026-03-04
health.tribunnews.com,Page,N/A,N/A,health.tribunnews.com/news/38145/5-persiapan-bermain-padel-hingga-risiko-cedera-yang-perlu-diwaspadai?utm_source=pushnotif?source=kgnotif_1,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,54,2026-03-02,2026-03-02
flores.tribunnews.com,Page,N/A,N/A,flores.tribunnews.com/ngada/57886/98-desa-di-ngada-akan-gelar-pilkades-serentak-september-2026-mendatang?lgn_method=google&google_btn=onetap,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,54,2026-03-01,2026-03-02
bogor.tribunnews.com,Page,N/A,N/A,bogor.tribunnews.com/2016/06/30/ini-6-tanda-pasangan-anda-pernah-tidur-dengan-pria-lain-cukur-rambut-kemaluan-hingga-gaya-bercinta,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,54,2026-03-01,2026-03-02
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/news/1678131/besaran-gaji-ke-13-pns-pppk-tni-polri-hingga-pensiunan-pusat-dan-daerah,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,54,2026-03-04,2026-03-04
ternate.tribunnews.com,Page,N/A,N/A,ternate.tribunnews.com/lifestyle/91020/kunci-jawaban-pai-kelas-12-kurikulum-merdeka-halaman-159-160-161-pilihan-ganda-bab-5?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,53,2026-03-03,2026-03-04
pontianak.tribunnews.com,Page,N/A,N/A,pontianak.tribunnews.com/edukasi/1158707/tes-kompetensi-akademik-ipas-kelas-6-sd-2026-lengkap-50-soal-dan-kunci-jawaban-tka-ipas-kelas-vi-sd?page=3,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,53,2026-02-26,2026-03-03
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/pendidikan/7797014/40-soal-pts-ipas-kelas-6-semester-2-kurikulum-merdeka-dan-kunci-jawaban-sts-uts?page=all&s=paging_new,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,53,2026-03-02,2026-03-03
lombok.tribunnews.com,Page,N/A,N/A,lombok.tribunnews.com/superball/102079/prediksi-skor-fc-seoul-vs-vissel-kobe-rabu-4-maret-2026-duel-sengit-16-besar-acl-elite?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,53,2026-03-03,2026-03-04
surabaya.tribunnews.com,Page,N/A,N/A,surabaya.tribunnews.com/news/1932619/sosok-taufik-dwi-cahyono-anak-ke-2-try-sutrisno-jadi-imam-salat-jenazah-dosen-unhan-bergelar-doktor?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,52,2026-03-01,2026-03-02
sulbar.tribunnews.com,Page,N/A,N/A,sulbar.tribunnews.com/mamuju/76084/peran-mahasiswa-di-kasus-tppu-rp12-miliar-kejari-sita-tas-gucci-dan-ikat-pinggang-harga-rp14juta?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,52,2026-03-02,2026-03-03
pontianak.tribunnews.com,Page,N/A,N/A,pontianak.tribunnews.com/2024/03/02/50-soal-ujian-madrasah-sejarah-kelas-12-ma-kurikulum-merdeka-kunci-jawaban-asesmen-madrasah-2024?page=3,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,52,2026-03-01,2026-03-02
palembang.tribunnews.com,Page,N/A,N/A,palembang.tribunnews.com/2024/07/01/30-soal-pendidikan-pancasila-kelas-5-sd-semester-2-dan-kunci-jawaban-aku-dan-lingkungan-sekitarku?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,52,2026-03-03,2026-03-03
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2020/07/12/ceplos-nikita-mirzani-cerita-pengalaman-tak-puas-di-ranjang-sebut-vicky-nitinegoro-paling-cepat,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,52,2026-02-26,2026-03-02
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/pendidikan/2024/02/16/45-contoh-soal-pts-uts-sbdp-kelas-5-semester-2-k13-dan-kunci-jawaban?page=3,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,52,2026-02-26,2026-03-04
surabaya.tribunnews.com,Page,N/A,N/A,surabaya.tribunnews.com/news/1932831/usai-didesak-agar-keluar-boa-bentukan-trump-imbas-perang-as-israel-vs-iran-ini-sikap-prabowo?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,51,2026-03-03,2026-03-04
surabaya.tribunnews.com,Page,N/A,N/A,surabaya.tribunnews.com/lifestyle/1928117/lirik-ya-rasulallah-salamun-alaik-lengkap-teks-arab-dan-artinya,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,51,2026-03-03,2026-03-03
surabaya.tribunnews.com,Page,N/A,N/A,surabaya.tribunnews.com/2019/07/12/4-fakta-kakak-adik-kandung-berhubungan-badan-hingga-si-adik-hamil-8-bulan-di-lampung-utara?page=all,Advertiser preference,Google-served ads obscuring content,Restricted ad serving,ca-pub-7784034061253020,51,2026-02-26,2026-03-03
style.tribunnews.com,Page,N/A,N/A,style.tribunnews.com/2017/04/15/terungkap-ini-rahasia-kakek-sugiono-artis-film-panas-tertua-jepang-bisa-tetap-fit-di-usia-lanjut?page=all,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,51,2026-02-27,2026-03-04
pontianak.tribunnews.com,Page,N/A,N/A,pontianak.tribunnews.com/2025/01/24/45-soal-pilihan-ganda-agama-kristen-kelas-12-semester-2-k-merdeka-beserta-kunci-jawaban-terbaru-2025?page=4,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,51,2026-02-28,2026-03-03
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/pendidikan/2024/04/03/50-soal-cerdas-cermat-agama-islam-smpmts-lengkap-dengan-kunci-jawabannya?page=4,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,51,2026-02-26,2026-03-04
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/pendidikan/2025/02/14/30-soal-pts-bahasa-inggris-kelas-5-dan-kunci-jawaban-sumatif-tengah-semester-2?page=4,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,50,2026-02-26,2026-03-04
trends.tribunnews.com,Page,N/A,N/A,trends.tribunnews.com/2024/10/17/kunci-jawaban-sosiologi-kelas-10-sma-menurut-berger-pokok-pembahasan-dalam-sosiologi-adalah?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,50,2026-03-02,2026-03-02
ternate.tribunnews.com,Page,N/A,N/A,ternate.tribunnews.com/lifestyle/96828/6-shio-paling-beruntung-selasa-3-maret-2026-rezeki-dan-finansial-menguat?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,50,2026-03-02,2026-03-03
pontianak.tribunnews.com,Page,N/A,N/A,pontianak.tribunnews.com/2017/11/13/6-artis-papan-atas-ini-menyesal-pernah-bugil-dan-lakukan-adegan-panas-di-film,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,50,2026-02-26,2026-03-04
palembang.tribunnews.com,Page,N/A,N/A,palembang.tribunnews.com/2025/05/10/latihan-soal-bahasa-indonesia-kelas-8-smpmts-materi-menemukan-unsur-karya-fiksi-soal-pilihan-ganda?page=3,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,50,2026-02-28,2026-03-02
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2019/09/30/pede-kirim-foto-alat-vital-ke-wanita-pria-ini-kaget-dikirimi-balik-foto-kok-bentuknya-samaternyata?page=all,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,50,2026-02-27,2026-03-02
