Site or app,Entity,Platform,App package name or store ID,Issue location,Issue type,Issues,Status,Property codes,Ad requests - last 7 days,Date reported,Last date found
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/internasional/7796678/wni-asal-semarang-jadi-sopir-bus-profesional-pertama-di-jepang-kini-punya-usaha-rental-sendiri?page=2,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,18000,2026-02-26,2026-03-02
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/internasional/7796678/wni-asal-semarang-jadi-sopir-bus-profesional-pertama-di-jepang-kini-punya-usaha-rental-sendiri,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,14000,2026-03-01,2026-03-04
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/news/1783553/kondisi-farah-usai-jalani-operasi-di-rs-mahasiwi-uin-suska-yang-dibacok-raihan-m-di-kampus,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,11000,2026-02-27,2026-03-04
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/news/1783559/mudus-permainan-cukai-rokok-pejabat-bea-cukai-dibongkar-kpk-usai-budiman-bayu-ditahan,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,10000,2026-02-27,2026-03-03
wartakota.tribunnews.com,Page,N/A,N/A,wartakota.tribunnews.com/nasional/882673/rencana-menteri-desa-akan-tutup-indmaret-dan-alfamart-demi-koperasi-desa,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,10000,2026-02-26,2026-03-04
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/news/1783951/kronologi-bos-rokok-pengemudi-moge-tabrak-jupiter-mx-istri-korban-meninggal-di-tempat,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,9300,2026-03-02,2026-03-04
pekanbaru.tribunnews.com,Page,N/A,N/A,pekanbaru.tribunnews.com/riau-region/1099764/breaking-news-mahasiswi-uin-dibacok-saat-gelar-seminar-hasil-pelaku-tiba-tiba-bawa-kapak,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,7300,2026-02-26,2026-03-02
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/news/1783240/kronologi-mahasiswi-uin-suska-riau-dibacok-pria-di-ruang-sidang-seminar,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,5800,2026-02-26,2026-03-04
pekanbaru.tribunnews.com,Page,N/A,N/A,pekanbaru.tribunnews.com/riau-region/1099765/kronologi-mahasiswi-uin-suska-riau-dibacok-kapak-jelang-ujian-munaqosah-diduga-percobaan-pembunuhan,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,4900,2026-02-26,2026-03-03
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/news/1677658/sosok-ferdi-pacar-farra-mahasiswi-uin-suska-korban-pembacokan-raihan-punya-profesi-mentereng,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,4300,2026-02-27,2026-03-03
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2018/02/22/2-kategori-dan-49-istilah-yang-sering-digunakan-di-film-biru?page=all,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,3900,2026-02-26,2026-03-04
jatim.tribunnews.com,Page,N/A,N/A,jatim.tribunnews.com/jatim/534614/seleksi-sekda-ponorogo-dibuka-berikut-profil-9-kandidat-eselon-ii,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,3600,2026-02-27,2026-03-02
pekanbaru.tribunnews.com,Page,N/A,N/A,pekanbaru.tribunnews.com/riau-region/1099914/pembacok-mahasiswi-uin-suska-riau-sudah-rencanakan-pembunuhan-sejak-2025-asah-kapak-sebelum-beraksi,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,3600,2026-02-28,2026-03-02
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/news/1783999/dari-dangdut-ke-bupati-fadia-a-rafiq-ditangkap-kpk-total-kekayaan-bersama-suami-rp-129-miliar,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,3500,2026-03-04,2026-03-04
pekanbaru.tribunnews.com,Page,N/A,N/A,pekanbaru.tribunnews.com/pekan-life/1099910/ini-identitas-pemotor-wanita-yang-tewas-usai-jatuh-dari-flyover-pasar-pagi-arengka-pekanbaru,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,3100,2026-03-01,2026-03-03
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/news/1783553/kondisi-farah-usai-jalani-operasi-di-rs-mahasiwi-uin-suska-yang-dibacok-raihan-m-di-kampus?page=2,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,2900,2026-02-27,2026-03-02
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/news/1783559/mudus-permainan-cukai-rokok-pejabat-bea-cukai-dibongkar-kpk-usai-budiman-bayu-ditahan?page=2,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,2800,2026-02-27,2026-03-02
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/internasional/7796678/wni-asal-semarang-jadi-sopir-bus-profesional-pertama-di-jepang-kini-punya-usaha-rental-sendiri,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,2200,2026-02-27,2026-03-02
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/news/1783951/kronologi-bos-rokok-pengemudi-moge-tabrak-jupiter-mx-istri-korban-meninggal-di-tempat?page=2,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,2100,2026-03-02,2026-03-04
batam.tribunnews.com,Page,N/A,N/A,batam.tribunnews.com/bintan/677409/farradhila-mahasiswi-asal-bintan-dibacok-di-kampus-uin-riau-orangtua-berangkat-ke-pekanbaru,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,1800,2026-02-27,2026-03-02
banjarmasin.tribunnews.com,Page,N/A,N/A,banjarmasin.tribunnews.com/kalsel/1351812/diduga-gegara-balap-liar-dua-pengedara-tewas-di-jalan-gubernur-syarkawi-sungaitabuk-banjar,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,1400,2026-02-28,2026-03-02
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/news/1783559/mudus-permainan-cukai-rokok-pejabat-bea-cukai-dibongkar-kpk-usai-budiman-bayu-ditahan?page=3,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,1400,2026-02-27,2026-03-02
manado.tribunnews.com,Page,N/A,N/A,manado.tribunnews.com/boltim/1866986/asn-di-boltim-nyambi-jadi-penambang-emas-sebut-gaji-tak-cukup-karena-terdampak-efisiensi,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,1200,2026-03-01,2026-03-02
jatim.tribunnews.com,Page,N/A,N/A,jatim.tribunnews.com/jatim/534614/seleksi-sekda-ponorogo-dibuka-berikut-profil-9-kandidat-eselon-ii?page=2,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,957,2026-02-27,2026-03-02
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/news/1783951/kronologi-bos-rokok-pengemudi-moge-tabrak-jupiter-mx-istri-korban-meninggal-di-tempat?page=3,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,945,2026-03-02,2026-03-03
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/tribunners/7799041/nila-setitik-keluarga-arafiq-habis-fahd-terbitlah-fadia?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,938,2026-03-02,2026-03-03
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/news/1783559/mudus-permainan-cukai-rokok-pejabat-bea-cukai-dibongkar-kpk-usai-budiman-bayu-ditahan?page=4,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,928,2026-02-27,2026-03-02
jatim.tribunnews.com,Page,N/A,N/A,jatim.tribunnews.com/jatim/534614/seleksi-sekda-ponorogo-dibuka-berikut-profil-9-kandidat-eselon-ii?page=3,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,809,2026-02-27,2026-03-02
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/news/1783560/fakta-raihan-bacok-fara-mahasiswa-uin-suska-diduga-selingkuhan-video-panas-muncul,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,796,2026-03-02,2026-03-03
papuatengah.tribunnews.com,Page,N/A,N/A,papuatengah.tribunnews.com/mimika/4839/laka-tunggal-di-depan-diana-mall-timika-pemotor-hilang-nyawa-usai-tabrak-median-dan-tiang-lampu,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,720,2026-03-01,2026-03-02
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/tribunners/7799041/nila-setitik-keluarga-arafiq-habis-fahd-terbitlah-fadia?page=3,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,537,2026-03-02,2026-03-03
salak.tribunnews.com,Page,N/A,N/A,salak.tribunnews.com/cluster3/banten/,Advertiser preference,Crawler: Content behind a login,Restricted ad serving,ca-pub-7784034061253020,512,2026-02-26,2026-03-03
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/news/1784112/daftar-nama-pejabat-dibawa-kpk-saat-ott-bupati-pekalongan-yang-diduga-korupsi-pengadaan-outsourcing?page=3,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,462,2026-03-03,2026-03-04
bekasi.tribunnews.com,Page,N/A,N/A,bekasi.tribunnews.com/news/59496/sosok-kembar-cantik-tunarungu-hasna-dan-hasni-yang-diterima-bekerja-di-matahari,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,428,2026-02-26,2026-03-04
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/news/1784079/bak-wisata-kpk-boyong-bupati-pekalongan-fadia-arafiq-bersama-10-orang-lainnya-naik-bus-pariwisata?lgn_method=google&google_btn=onetap,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,416,2026-03-03,2026-03-04
papuatengah.tribunnews.com,Page,N/A,N/A,papuatengah.tribunnews.com/2025/05/07/merah-putih-jadi-saksi-bisu-dugaan-kebrutalan-opm-saat-bantai-penjaga-rumah-dokter-di-dogiyai,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,388,2026-03-01,2026-03-02
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/news/1783553/kondisi-farah-usai-jalani-operasi-di-rs-mahasiwi-uin-suska-yang-dibacok-raihan-m-di-kampus?page=all,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,369,2026-03-01,2026-03-02
palembang.tribunnews.com,Page,N/A,N/A,palembang.tribunnews.com/sumsel/1311737/pria-yang-sempat-jagoan-dengan-modal-palu-gergaji-ini-babak-belur-diamuk-warga-ini-perbuatannya,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,350,2026-03-02,2026-03-03
jatim.tribunnews.com,Page,N/A,N/A,jatim.tribunnews.com/surabaya/535449/aturan-baru-usaha-kos-di-surabaya-dibatasi-maksimal-5-kamar-kos-harian-akan-dilarang?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,339,2026-03-02,2026-03-03
sulbar.tribunnews.com,Page,N/A,N/A,sulbar.tribunnews.com/mamuju/76046/viral-mobil-dinas-mewah-bupati-mamuju-di-tengah-efisiensi-anggaran-kepala-bpkad-itu-uang-pribadi,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,314,2026-03-01,2026-03-02
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2018/02/22/2-kategori-dan-49-istilah-yang-sering-digunakan-di-film-biru,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,290,2026-02-26,2026-03-03
bengkulu.tribunnews.com,Page,N/A,N/A,bengkulu.tribunnews.com/kepahiang/98099/polisi-bongkar-kuburan-gita-fitri-ratusan-warga-batu-bandung-kepahiang-tuntut-keadilan?page=2,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,286,2026-03-02,2026-03-03
bengkulu.tribunnews.com,Page,N/A,N/A,bengkulu.tribunnews.com/bengkulu-tengah/98090/dua-maling-kambing-babak-belur-dihajar-massa-motor-dibakar-warga-di-bengkulu-tengah,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,280,2026-03-02,2026-03-03
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2018/01/18/perhatikan-ini-ciri-wanita-yang-sering-melakukan-masturbasi-7-tanda-ini-bakal-mengungkapkannya,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,269,2026-02-26,2026-03-04
manado.tribunnews.com,Page,N/A,N/A,manado.tribunnews.com/nasional/1867255/pensiunan-akan-cair-pertama-ini-jadwal-pencairan-dan-besaran-tunjangan-thr-pns-pppk-tni-dan-polri?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,252,2026-03-03,2026-03-04
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/news/1784105/klarifikasi-mabes-polri-viralnya-narkoba-sabu-30-kg-hilang-disebut-meleleh-karena-cuaca-panas?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,251,2026-03-03,2026-03-04
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2016/11/23/bungkuk-udang-nafsu-tinggi-betulkah,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,242,2026-02-26,2026-03-04
manado.tribunnews.com,Page,N/A,N/A,manado.tribunnews.com/sulawesi-utara/1867067/siap-siap-mati-lampu-info-pln-ini-lokasi-terdampak-selasa-3-maret-2026,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,236,2026-03-02,2026-03-02
bengkulu.tribunnews.com,Page,N/A,N/A,bengkulu.tribunnews.com/kepahiang/98098/misteri-kematian-gita-fitri-di-kepahiang-terungkap-pemilik-kebun-jadi-tersangka-tersengat-listrik?page=2,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,229,2026-03-03,2026-03-04
kupang.tribunnews.com,Page,N/A,N/A,kupang.tribunnews.com/2019/04/24/kakak-adik-asal-tegal-jadi-bintang-film-porno-di-amerika-ini-5-cewek-indonesia-yang-main-film-panas?page=all,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,226,2026-02-26,2026-03-03
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/lokal/1678007/malam-mencekam-di-smelter-tinus-pedagang-saksikan-drama-penggerebekan-di-bangka,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,225,2026-03-03,2026-03-03
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/internasional/7796251/belajar-dari-kisah-punch-monyet-viral-dari-jepang-mengapa-seekor-induk-menelantarkan-anaknya,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,224,2026-03-01,2026-03-03
wow.tribunnews.com,Page,N/A,N/A,wow.tribunnews.com/superball/381067/suporter-persib-bandung-serbu-persija-jakarta-seusai-remis-kontra-borneo-beri-respons-menggelitik?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,219,2026-03-03,2026-03-04
manado.tribunnews.com,Page,N/A,N/A,manado.tribunnews.com/sulawesi-utara/1867058/kejati-sulut-geledah-4-toko-emas-di-manado-dan-kotamobagu-bakal-ada-tersangka?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,217,2026-03-02,2026-03-03
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2018/01/21/ini-yang-ada-dipikiran-wanita-bila-melihat-kelamin-laki-laki?page=all,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,210,2026-02-26,2026-03-03
jatim.tribunnews.com,Page,N/A,N/A,jatim.tribunnews.com/news/535445/daftar-10-negara-yang-aman-jika-perang-dunia-3-terjadi-dari-indonesia-hingga-argentina?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,205,2026-03-02,2026-03-02
surabaya.tribunnews.com,Page,N/A,N/A,surabaya.tribunnews.com/news/1932595/wapres-ke-6-ri-tri-sutrisno-meninggalkan-7-anak-ada-letjen-tni-dan-irjen-purn-polri-ini-sosoknya?page=3,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,194,2026-03-01,2026-03-02
pontianak.tribunnews.com,Page,N/A,N/A,pontianak.tribunnews.com/2018/01/28/inilah-7-ciri-wanita-kecanduan-masturbasi-7-persen-cewek-melakukannya-setiap-hari,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,192,2026-02-26,2026-03-04
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/internasional/7798761/trump-sangat-kecewa-pm-inggris-tak-izinkan-as-gunakan-pangkalan-udara-untuk-serang-iran?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,191,2026-03-02,2026-03-03
bengkulu.tribunnews.com,Page,N/A,N/A,bengkulu.tribunnews.com/kepahiang/98098/misteri-kematian-gita-fitri-di-kepahiang-terungkap-pemilik-kebun-jadi-tersangka-tersengat-listrik,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,188,2026-03-02,2026-03-02
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/kesehatan/2016/02/07/tiga-posisi-bercinta-yang-bikin-suami-merem-melek-bahagia-dan-kian-mesra,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,187,2026-02-26,2026-03-03
manado.tribunnews.com,Page,N/A,N/A,manado.tribunnews.com/nasional/1867255/pensiunan-akan-cair-pertama-ini-jadwal-pencairan-dan-besaran-tunjangan-thr-pns-pppk-tni-dan-polri?page=4,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,184,2026-03-03,2026-03-04
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/internasional/2019/05/22/kakek-jepang-shigeo-tokuda-tak-pernah-pakai-obat-saat-bermain-film-bokep,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,176,2026-02-26,2026-03-03
kalteng.tribunnews.com,Page,N/A,N/A,kalteng.tribunnews.com/sport/229052/jadwal-final-four-proliga-2026-live-aksi-megawati-hangestri-lengkap-4-tim-putri-dan-putra?page=3,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,165,2026-03-02,2026-03-02
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/news/1784141/hasil-pertemuan-prabowo-dengan-mantan-presiden-forum-semacam-ini-jarang-terjadi-di-negara-lain?page=all,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,161,2026-03-03,2026-03-04
style.tribunnews.com,Page,N/A,N/A,style.tribunnews.com/2017/06/24/ingin-tahan-lama-saat-diranjang-cukup-gunakan-ramuan-sawo-mentah-ini-begini-caranya,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,157,2026-02-26,2026-03-04
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/news/1783560/fakta-raihan-bacok-fara-mahasiswa-uin-suska-diduga-selingkuhan-video-panas-muncul?page=2,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,155,2026-03-03,2026-03-03
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2017/03/28/beginilah-ular-piton-menelan-akbar-petani-sawit-memuju-tengah,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,153,2026-02-26,2026-03-04
jatim.tribunnews.com,Page,N/A,N/A,jatim.tribunnews.com/news/535374/rugi-rp-10-juta-ilham-kurir-paket-apes-usai-titip-2-karung-di-warung-nasgor-cctv-jadi-kunci-kasus?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,153,2026-03-01,2026-03-02
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/news/1784135/penjelasan-brigjen-donny-usai-viral-prajurit-tni-todong-pistol-dan-borgol-pengemudi-taksi-online?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,148,2026-03-03,2026-03-04
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/2022/09/27/terungkap-motif-pak-guru-ka-51-sebarkan-video-mesumnya-bareng-ibu-guru-li-41-ke-grup-wa-pgri,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,146,2026-02-26,2026-03-04
manado.tribunnews.com,Page,N/A,N/A,manado.tribunnews.com/sulawesi-utara/1866969/daftar-lengkap-nama-nama-panitia-sidang-majelis-sinode-istimewa-gmim-ke-82-tahun-2026?page=3,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,143,2026-03-01,2026-03-02
batam.tribunnews.com,Page,N/A,N/A,batam.tribunnews.com/news/677519/istri-bos-rokok-hs-tewas-kecelakaan-maut-di-kulon-progo-harley-davidson-miliknya-terseret?page=all,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,140,2026-03-01,2026-03-02
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/pendidikan/2025/06/03/30-soal-pas-bahasa-jawa-kelas-4-semester-2-kurikulum-merdeka-dan-kunci-jawaban-sas?page=4,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,138,2026-02-27,2026-03-04
jatim.tribunnews.com,Page,N/A,N/A,jatim.tribunnews.com/2017/11/28/9-posisi-oral-seks-terbaik-yang-bisa-bikin-pasanganmu-menggila-seketika-no-6-paling-dahsyat?page=3,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,136,2026-02-26,2026-03-04
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/news/1784155/daftar-43-sppg-ditutup-bgn-imbas-menu-mbg-tak-layak-termasuk-di-serdang-bedagai-sumut?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,135,2026-03-03,2026-03-04
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/news/1783902/besaran-dan-jadwal-pembayaran-thr-tahun-2026?page=all,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,135,2026-03-02,2026-03-02
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/pendidikan/7792638/kunci-jawaban-pendidikan-pancasila-kelas-11-kurikulum-merdeka-halaman-105-107-uji-kompetensi?page=3,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,134,2026-02-26,2026-03-03
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2019/10/02/berikut-foto-30-gadis-jepang-yang-sering-pamerkan-bagian-dalam-tubuhnya-meski-pakai-baju-transparan?page=2,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,134,2026-02-26,2026-03-04
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/kesehatan/2014/11/13/ini-posisi-doggy-style-yang-benar-supaya-punya-anak-lelaki,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,131,2026-02-26,2026-03-04
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2019/10/11/karena-sudah-keseringan-adik-kandung-ajak-duluan-kakak-berhubungan-badan-layaknya-suami-istri,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,130,2026-02-27,2026-03-04
kaltim.tribunnews.com,Page,N/A,N/A,kaltim.tribunnews.com/2024/08/15/biodata-erika-putri-sosoknya-viral-gegara-video-blunder-8-menit-prank-ojol,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,128,2026-02-27,2026-03-02
palembang.tribunnews.com,Page,N/A,N/A,palembang.tribunnews.com/pendidikan/1309161/kunci-jawaban-sejarah-kelas-11-sma-halaman-128-130-kurikulum-merdeka-asesmen-pilihan-ganda-dan-esai?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,126,2026-03-02,2026-03-02
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/news/1784141/hasil-pertemuan-prabowo-dengan-mantan-presiden-forum-semacam-ini-jarang-terjadi-di-negara-lain?lgn_method=google&google_btn=onetap,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,126,2026-03-04,2026-03-04
manado.tribunnews.com,Page,N/A,N/A,manado.tribunnews.com/lifestyle/1865826/pelita-renungan-pkb-gmim-tanah-liat-ditangan-tukang-periuk-demikianlah-kamu-ditanganku?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,125,2026-02-26,2026-03-03
madura.tribunnews.com,Page,N/A,N/A,madura.tribunnews.com/madura/228816/achmad-fauzi-wongsojudo-targetkan-knmp-dapenda-jadi-pusat-ekonomi-baru-nelayan-sumenep,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,123,2026-03-03,2026-03-03
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/nasional/7798658/sosok-moncer-7-anak-try-sutrisno-wapres-ke-6-ri-yang-meninggal-ada-dokter-hingga-jenderal?page=3,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,120,2026-03-02,2026-03-02
jogja.tribunnews.com,Page,N/A,N/A,jogja.tribunnews.com/2024/10/04/5-arti-mimpi-membeli-kondom-tanda-perlindungan-atau-kekhawatiran-tersembunyi,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,119,2026-02-26,2026-03-04
sulbar.tribunnews.com,Page,N/A,N/A,sulbar.tribunnews.com/mamuju/76064/breaking-news-cemburu-istri-sering-diganggu-pria-asal-tapalang-tikam-warga-di-mamuju?page=2,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,118,2026-03-02,2026-03-02
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/news/1783560/fakta-raihan-bacok-fara-mahasiswa-uin-suska-diduga-selingkuhan-video-panas-muncul?page=3,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,118,2026-03-03,2026-03-03
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/pendidikan/2024/02/12/30-soal-pts-uts-bahasa-indonesia-kelas-4-semester-2-kurikulum-merdeka-dilengkapi-kunci-jawaban?page=all&s=paging_new,Advertiser preference,Crawler denied by robots.txt,Restricted ad serving,ca-pub-7784034061253020,117,2026-03-01,2026-03-02
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/2020/10/21/tafsir-lengkap-arti-mimpi-berhubungan-dengan-pimpinan-teman-kerja-artis-hingga-suami-orang?page=all&_ga=2.85570201.1271792361.1603144833-191388005.1586819113,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,116,2026-02-26,2026-03-03
