Site or app,Entity,Platform,App package name or store ID,Issue location,Issue type,Issues,Status,Property codes,Ad requests - last 7 days,Date reported,Last date found
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2018/02/22/2-kategori-dan-49-istilah-yang-sering-digunakan-di-film-biru?page=3,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,63,2025-06-19,2025-06-25
wow.tribunnews.com,Page,N/A,N/A,wow.tribunnews.com/2019/03/06/viral-video-oknum-guru-putar-video-porno-di-kelas-kpai-sesalkan-perilaku-sang-guru,Policy issue,Site Behavior: Navigation,Restricted ad serving,ca-pub-7784034061253020,62,2025-06-19,2025-06-25
pontianak.tribunnews.com,Page,N/A,N/A,pontianak.tribunnews.com/2018/02/12/ditinggal-suami-berbulan-bulan-wanita-ini-pakai-sex-toy-untuk-kebutuhan-biologisnya?page=all,Advertiser preference,Adult: Sexual content;Shocking content,Restricted ad serving,ca-pub-7784034061253020,62,2025-06-19,2025-06-23
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2015/10/03/betulkah-wanita-berbokong-besar-karena-doyan-hubungan-badan-baca,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,62,2025-06-19,2025-06-25
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/internasional/2014/03/13/persaingan-prostitusi-di-jepang-boleh-bersenang-senang-tapi-jangan-mencium,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,62,2025-06-21,2025-06-24
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2012/03/27/kondom-bergerigi-indonesia-disukai-pasar-timur-tengah,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,62,2025-06-19,2025-06-25
jabar.tribunnews.com,Page,N/A,N/A,jabar.tribunnews.com/2021/03/07/fakta-pembunuhan-mira-yura-gadis-bandung-di-kediri-pelakunya-sadis-sampai-dijual-keluarga-pacar,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,62,2025-06-19,2025-06-23
banjarmasin.tribunnews.com,Page,N/A,N/A,banjarmasin.tribunnews.com/2022/01/26/kaum-muda-temui-kasus-edi-tansil-dr-boyke-bongkar-rahasia-atasi-perkara-ini,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,62,2025-06-22,2025-06-23
wartakota.tribunnews.com,Page,N/A,N/A,wartakota.tribunnews.com/2015/09/06/wanita-ternyata-paling-suka-mr-p-berukuran-16-cm,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,61,2025-06-19,2025-06-23
wartakota.tribunnews.com,Page,N/A,N/A,wartakota.tribunnews.com/2013/03/08/cara-membantu-suami-dapatkan-orgasme-terhebat,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,61,2025-06-19,2025-06-25
sumsel.tribunnews.com,Page,N/A,N/A,sumsel.tribunnews.com/2018/01/06/5-fakta-seputar-video-mesum-tante-vs-bocah-sd-yang-bikin-hebohno4-ungkap-siapa-sosok-pelakunya,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,61,2025-06-19,2025-06-25
lampung.tribunnews.com,Page,N/A,N/A,lampung.tribunnews.com/2018/01/05/beredar-video-porno-anak-sd-dengan-wanita-dewasa-sutradaranya-terdengar-beri-kode-ini,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,61,2025-06-19,2025-06-25
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2018/06/13/4-film-dengan-adegan-ranjang-terpanas-sepanjang-sejarah-benar-benar-seperti-nyata,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,61,2025-06-19,2025-06-25
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/2021/06/26/modal-nekat-psk-bertubuh-mungil-duduk-pasang-pose-menantang-pasti-ada-datang-biasanya-om-om?page=all,Advertiser preference,Google-served ads obscuring content,Restricted ad serving,ca-pub-7784034061253020,60,2025-06-19,2025-06-25
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2020/11/07/video-panas-19-detik-mirip-gisella-anastasia-netter-temukan-kemiripan-dengan-isi-kamar-gisel,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,60,2025-06-21,2025-06-25
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/internasional/2015/07/11/ini-dia-10-negara-dengan-budaya-seks-paling-bebas?page=2,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,60,2025-06-21,2025-06-24
kupang.tribunnews.com,Page,N/A,N/A,kupang.tribunnews.com/2021/02/11/tersebar-link-dan-video-14-detik-wanita-tanpa-busanagrup-telegram-gabriella-larasati-bermunculan,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,60,2025-06-20,2025-06-25
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2018/04/08/hubungan-cara-berjalan-dengan-keperawanan-anda-jangan-salah-kaprah,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,60,2025-06-23,2025-06-24
belitung.tribunnews.com,Page,N/A,N/A,belitung.tribunnews.com/2016/10/24/foto-bugil-artis-cantik-dan-lawan-mainnya-di-tv-tersebar-secara-online-ini-tanggapannya,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,60,2025-06-19,2025-06-25
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2022/01/08/bagaimana-melayani-suami-jika-istri-sedang-haid-buya-yahya-berikan-penjelasan,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,60,2025-06-20,2025-06-24
wartakota.tribunnews.com,Page,N/A,N/A,wartakota.tribunnews.com/2015/02/06/oral-seks-menu-pembuka-nan-penuh-sensasi,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,59,2025-06-19,2025-06-24
pontianak.tribunnews.com,Page,N/A,N/A,pontianak.tribunnews.com/2018/01/27/ciri-ciri-wanita-bernafsu-tinggi-beberapa-ada-yang-sering-kamu-jumpai?page=all,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,59,2025-06-19,2025-06-25
jogja.tribunnews.com,Page,N/A,N/A,jogja.tribunnews.com/2024/10/04/5-arti-mimpi-membeli-kondom-tanda-perlindungan-atau-kekhawatiran-tersembunyi,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,59,2025-06-19,2025-06-25
jatim.tribunnews.com,Page,N/A,N/A,jatim.tribunnews.com/2017/05/05/main-sama-anjing-sambil-nungging-bagian-belakang-awkarin-ada-yang-nongol-posenya-mesum,Policy issue,Site Behavior: Navigation,Restricted ad serving,ca-pub-7784034061253020,59,2025-06-20,2025-06-25
aceh.tribunnews.com,Page,N/A,N/A,aceh.tribunnews.com/2019/03/23/dompet-kosong-dapat-sebabkan-sakit-jantung-simak-penjelasannya,Policy issue,Site Behavior: Navigation,Restricted ad serving,ca-pub-7784034061253020,59,2025-06-19,2025-06-25
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/regional/2016/03/12/adegan-lengkap-pembunuhan-dwiki-sopian-dengan-107-tusukan,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,58,2025-06-19,2025-06-25
wartakota.tribunnews.com,Page,N/A,N/A,wartakota.tribunnews.com/2025/02/22/11-film-erotis-jepang-paling-banyak-ditonton-salah-satunya-berdasar-kisah-nyata,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,58,2025-06-24,2025-06-24
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2020/01/02/daftar-harga-rokok-yang-naik-tahun-2020-surya-16-djarum-76-marlboro-sampoerna-cara-berhenti,Advertiser preference,Tobacco,Restricted ad serving,ca-pub-7784034061253020,58,2025-06-20,2025-06-23
kupang.tribunnews.com,Page,N/A,N/A,kupang.tribunnews.com/2019/09/14/kehidupan-dan-fantaay-seks-zodiak-aries-spontan-scorpio-liar-virgo-suka-jadi-budak,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,58,2025-06-19,2025-06-23
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2020/01/06/tips-latihan-dan-senam-kegel-bakal-buat-wanita-maksimal-dan-nyaman-di-ranjang-begini-caranya,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,58,2025-06-19,2025-06-23
travel.tribunnews.com,Page,N/A,N/A,travel.tribunnews.com/2017/07/01/astaga-karena-alasan-ini-banyak-pria-jepang-lebih-pilih-boneka-seks-ketimbang-perempuan,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,57,2025-06-19,2025-06-25
lampung.tribunnews.com,Page,N/A,N/A,lampung.tribunnews.com/2018/01/06/video-mesum-bocah-dengan-tante-viral-tak-berani-melawan-karena-takut-ibu,Advertiser preference,Google-served ads obscuring content;Shocking content,Restricted ad serving,ca-pub-7784034061253020,57,2025-06-19,2025-06-25
kupang.tribunnews.com,Page,N/A,N/A,kupang.tribunnews.com/2018/01/06/pria-ini-klaim-sebagai-pemilik-penis-terpanjang-di-dunia-namun-dokter-ungkap-fakta-mengerikan-ini,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,57,2025-06-19,2025-06-25
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2016/08/21/gamer-cantik-ini-ketahuan-mesum-gara-gara-lupa-matikan-kamera-video,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,57,2025-06-22,2025-06-24
belitung.tribunnews.com,Page,N/A,N/A,belitung.tribunnews.com/2017/01/08/ternyata-ini-alasan-para-wanita-rela-umbar-aurat-di-bigo-live-ada-imbalannya,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,57,2025-06-19,2025-06-24
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2021/11/22/intip-foto-pose-gemoy-tante-ernie-pakai-outfit-merah-di-pantai-diingatkan-jangan-sampai-lepas,Advertiser preference,Google-served ads obscuring content,Restricted ad serving,ca-pub-7784034061253020,57,2025-06-19,2025-06-25
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/lifestyle/2018/01/19/viral-foto-struk-belanja-tahun-1992-lihat-berapa-harga-rokok-saat-itu,Advertiser preference,Tobacco,Restricted ad serving,ca-pub-7784034061253020,56,2025-06-21,2025-06-24
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2021/03/03/ulama-muda-enrekang-sebut-ternyata-onani-atau-masturbasi-bisa-dilakukan-dalam-kondisi-tertentu,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,56,2025-06-20,2025-06-23
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/kesehatan/2019/06/29/hati-hatu-tinggalkan-jejak-di-leher-pengantin-baru-ini-stroke-hingga-meninggal-karena-ciuman,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,56,2025-06-19,2025-06-24
kaltim.tribunnews.com,Page,N/A,N/A,kaltim.tribunnews.com/2020/11/07/update-link-video-mirip-gisel-full-kini-diburu-2-medsos-ini-jadi-lokasi-pencarian-satunya-twitter,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,56,2025-06-20,2025-06-24
jogja.tribunnews.com,Page,N/A,N/A,jogja.tribunnews.com/2018/04/08/kisah-jasad-abadi-hannelore-schmatz-pendaki-everest-wanita-pertama-yang-temui-ajal-di-zona-maut,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,56,2025-06-23,2025-06-25
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2017/12/02/sentuh-area-sensitif-teknik-tukang-pijat-tradisional-ini-malah-tenar-dan-disukai-wanita-cantik?page=3,Advertiser preference;Policy issue,Adult: Sexual content;Site Behavior: Navigation,Restricted ad serving,ca-pub-7784034061253020,56,2025-06-24,2025-06-24
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2017/11/29/9-posisi-oral-seks-yang-membuat-pasangan-merem-melek-nomor-3-enak-dilakukan-di-sofa?page=all,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,56,2025-06-20,2025-06-24
batam.tribunnews.com,Page,N/A,N/A,batam.tribunnews.com/2020/05/17/penyebab-dan-cara-mengatasi-jerawat-di-kemaluan-pria-salah-satunya-adalah-pakaian-ketat,Policy issue,Encouraging accidental clicks: Layout,Restricted ad serving,ca-pub-7784034061253020,56,2025-06-19,2025-06-25
pekanbaru.tribunnews.com,Page,N/A,N/A,pekanbaru.tribunnews.com/2021/12/11/video-intip-tante-sisca-mellyana-lagi-pipis-viral-ditonton-lebih-500-ribu-kali,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,55,2025-06-25,2025-06-25
batam.tribunnews.com,Page,N/A,N/A,batam.tribunnews.com/2020/03/27/video-panas-pramugari-berdurasi-18-menit-bersama-kekasihnya-di-kamar-hotel-polisi-ungkap-fakta-baru,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,55,2025-06-20,2025-06-23
banjarmasin.tribunnews.com,Page,N/A,N/A,banjarmasin.tribunnews.com/2018/11/18/psk-banjarmasin-instal-aplikasi-ini-tawarkan-jasa-esek-esek-lengkap-dengan-tarif-dan-tempat-bercinta,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,55,2025-06-20,2025-06-25
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2016/12/24/jika-wanita-tak-perawan-lagi-bokongnya-melorot-benarkah,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,55,2025-06-19,2025-06-24
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2016/08/27/ternyata-beginilah-cara-jin-meniduri-wanita-saat-tidur-ini-cara-mencegahnya,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,55,2025-06-19,2025-06-25
bali.tribunnews.com,Page,N/A,N/A,bali.tribunnews.com/2021/08/04/banyak-orang-tak-menyadari-benjolan-keras-di-tubuh-ternyata-asam-urat-komplikasi-ini-bisa-terjadi,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,55,2025-06-25,2025-06-25
aceh.tribunnews.com,Page,N/A,N/A,aceh.tribunnews.com/tag/wanita-telanjang-bulat,Policy issue,Google-served ads on screens without publisher-content,Restricted ad serving,ca-pub-7784034061253020,55,2025-06-19,2025-06-24
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/kesehatan/2013/02/06/ini-kata-mereka-yang-pernah-mengonsumsi-permen-karet-cinta,Advertiser preference,Adult: Sexual content;Content obscuring Google-served ads,Restricted ad serving,ca-pub-7784034061253020,54,2025-06-19,2025-06-24
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/internasional/2016/02/09/astaga-makin-banyak-warga-swiss-yang-berhubungan-seks-dengan-kuda,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,54,2025-06-20,2025-06-25
pekanbaru.tribunnews.com,Page,N/A,N/A,pekanbaru.tribunnews.com/2017/11/23/maksudnya-apa-tikus-ini-diberi-minuman-keras-dan-dibakar-hidup-hidup-sampai-mati,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,54,2025-06-19,2025-06-23
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/2018/03/22/7-artis-indonesia-ini-disebut-memiliki-payudara-terindah-nomor-terakhir-sempat-menghebohkan?page=all,Policy issue,Site Behavior: Navigation,Restricted ad serving,ca-pub-7784034061253020,54,2025-06-19,2025-06-25
manado.tribunnews.com,Page,N/A,N/A,manado.tribunnews.com/2019/10/02/kisah-seorang-gigolo-bahagia-puaskan-sejumlah-wanita-sebulan-raih-untung-ratusan-juta-rupiah,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,54,2025-06-20,2025-06-25
manado.tribunnews.com,Page,N/A,N/A,manado.tribunnews.com/2019/03/13/bingung-hadapi-pelakor-ini-jurus-jitu-nan-elegan-agar-pelaku-jera-jangan-umbar-di-media-sosial,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,54,2025-06-19,2025-06-25
lampung.tribunnews.com,Page,N/A,N/A,lampung.tribunnews.com/2017/01/19/tak-langsing-5-seleb-bertubuh-montok-ini-tetap-cantik-pakai-baju-seksi?page=2,Policy issue,Site Behavior: Navigation,Restricted ad serving,ca-pub-7784034061253020,54,2025-06-21,2025-06-24
wartakota.tribunnews.com,Page,N/A,N/A,wartakota.tribunnews.com/2020/11/07/warganet-buru-link-video-full-gisel-di-telegram-disebut-pemersatu-bangsa-masih-trending-di-twitter,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,53,2025-06-19,2025-06-25
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/2020/03/19/wanita-cantik-pemeran-video-mesum-mantan-pegawai-bank-ini-dilabrak-istri-sah-jadi-tontonan-warga,Advertiser preference,Adult: Sexual content;Shocking content,Restricted ad serving,ca-pub-7784034061253020,53,2025-06-19,2025-06-24
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2015/07/27/keseringan-onani-bikin-lutut-kopong-dan-merusak-kualitas-sperma?page=all,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,53,2025-06-19,2025-06-25
bekasi.tribunnews.com,Page,N/A,N/A,bekasi.tribunnews.com/2022/07/27/film-film-semi-korea-ini-paling-laris-ditonton-pasangan-muda-baru-menikah-apa-saja-ini-daftarnya,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,53,2025-06-25,2025-06-25
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2015/11/27/parah-siswa-sd-paksa-teman-sekelas-lakukan-adegan-film-dewasa,Policy issue,Site Behavior: Navigation,Restricted ad serving,ca-pub-7784034061253020,53,2025-06-19,2025-06-24
aceh.tribunnews.com,Page,N/A,N/A,aceh.tribunnews.com/2023/05/12/sewa-psk-untuk-lampiaskan-nafsu-kakek-71-tahun-tewas-overdosis-obat-kuat-warung-soto-jadi-saksi,Advertiser preference;Policy issue,Google-served ads obscuring content;Modified Javascript: Ads by Google size,Restricted ad serving,ca-pub-7784034061253020,53,2025-06-19,2025-06-25
wartakota.tribunnews.com,Page,N/A,N/A,wartakota.tribunnews.com/2016/11/24/demi-sensasi-hubungan-seks-isteri-dijual-suami-untuk-tukar-pasangan-dan-threesome,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,52,2025-06-23,2025-06-23
sumsel.tribunnews.com,Page,N/A,N/A,sumsel.tribunnews.com/2018/02/10/5-film-ini-aktornya-lakukan-adegan-ranjang-beneran-namun-ada-yang-terbongkar-rahasianya?page=2,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,52,2025-06-19,2025-06-24
pekanbaru.tribunnews.com,Page,N/A,N/A,pekanbaru.tribunnews.com/2021/03/31/yuk-nonton-nonton-film-secret-in-bed-with-my-boss-sub-indo-full-movie-download-film-romantis-2020,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,52,2025-06-21,2025-06-25
palembang.tribunnews.com,Page,N/A,N/A,palembang.tribunnews.com/2018/04/08/begini-cara-mengobati-bisul-dan-langkah-langkah-membersihkannya-setelah-pecah-sampai-tuntas,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,52,2025-06-21,2025-06-25
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2018/04/29/kelihatan-inilah-ciri-wanita-yang-sering-memuaskan-diri-sendiri-bahayanya-bakal-sakit-seperti-ini,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,52,2025-06-22,2025-06-23
bogor.tribunnews.com,Page,N/A,N/A,bogor.tribunnews.com/2019/12/10/pengakuan-janda-muda-rekam-video-saat-tanpa-busana-di-kamar-tidur-motifnya-terungkap,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,52,2025-06-20,2025-06-25
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2024/11/10/ayam-jatinangor-house-klarifikasi-soal-vireo-viral-karyawan-tak-pakai-baju-kami-memohon-maaf?page=2,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,52,2025-06-23,2025-06-23
bali.tribunnews.com,Page,N/A,N/A,bali.tribunnews.com/2020/01/02/ini-daftar-harga-rokok-di-denpasar-saat-ini-beberapa-merk-alami-kenaikan-harga-sebelum-tahun-baru,Advertiser preference,Tobacco,Restricted ad serving,ca-pub-7784034061253020,52,2025-06-20,2025-06-25
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/seleb/2017/09/18/tiga-wanita-cantik-ini-kecanduan-berhubungan-intim-ini-yang-mereka-rasakan,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,51,2025-06-19,2025-06-25
sumsel.tribunnews.com,Page,N/A,N/A,sumsel.tribunnews.com/2025/06/19/teks-khutbah-jumat-20-juni-2025-dalam-bahasa-sunda-tentang-tahun-baru-islam-tersedia-file-pdf,Policy issue,Copyrighted material (DMCA),Disabled ad serving,,51,2025-06-25,2025-06-25
palembang.tribunnews.com,Page,N/A,N/A,palembang.tribunnews.com/2017/09/16/serem-asyik-main-belut-dan-dimasukin-anunya-wanita-cantik-ini-nyaris-menyesal-ternyata-saat-masuk,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,51,2025-06-19,2025-06-23
jogja.tribunnews.com,Page,N/A,N/A,jogja.tribunnews.com/2016/10/22/mengapa-disebut-blue-film-ini-sejarahnya,Advertiser preference,Google-served ads obscuring content,Restricted ad serving,ca-pub-7784034061253020,51,2025-06-19,2025-06-25
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2014/11/13/posisi-doggy-style-yang-ini-baru-benar-supaya-punya-anak-lelaki,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,51,2025-06-19,2025-06-23
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2022/07/21/tamu-yang-datang-banyak-minta-pijat-plus-terapis-beberkan-tarifnya-untuk-layanan-full,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,51,2025-06-19,2025-06-25
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2022/06/09/ini-yang-disukai-pria-saat-aktivitas-intim-inez-kristanti-wanita-jangan-diam-saja,Advertiser preference,Content obscuring Google-served ads,Restricted ad serving,ca-pub-7784034061253020,51,2025-06-20,2025-06-25
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/regional/2020/06/28/cewek-cantik-di-kota-jambi-jual-diri-lewat-michat-tarif-sekali-kencan-rp-800-ribu,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,50,2025-06-19,2025-06-24
wartakota.tribunnews.com,Page,N/A,N/A,wartakota.tribunnews.com/2014/04/15/perpedaan-ukuran-mr-p-orang-indonesia-dan-timur-tengah,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,50,2025-06-19,2025-06-25
sumsel.tribunnews.com,Page,N/A,N/A,sumsel.tribunnews.com/2015/12/11/film-porno-jepang-saat-adegan-seks-pakai-kondom-atau-tidak,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,50,2025-06-19,2025-06-24
style.tribunnews.com,Page,N/A,N/A,style.tribunnews.com/2016/08/22/gaya-masturbasi-pria-hayo-kamu-biasanya-pakai-style-yang-mana?page=2,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,50,2025-06-19,2025-06-24
style.tribunnews.com,Page,N/A,N/A,style.tribunnews.com/2016/08/22/gaya-masturbasi-pria-hayo-kamu-biasanya-pakai-style-yang-mana?page=1,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,50,2025-06-19,2025-06-24
solo.tribunnews.com,Page,N/A,N/A,solo.tribunnews.com/2020/09/26/chord-kunci-gitar-dan-lirik-lagu-sancang-yayan-jatnika-chord-mudah-dimainkan,Advertiser preference;Policy issue,Encouraging accidental clicks: Layout;Google-served ads obscuring content,Restricted ad serving,ca-pub-7784034061253020,50,2025-06-19,2025-06-23
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/tag/pesta-gay,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,50,2025-06-24,2025-06-25
kupang.tribunnews.com,Page,N/A,N/A,kupang.tribunnews.com/2018/01/18/mengejutkan-ternyata-pria-dan-wanita-di-korea-melepas-keperawanan-di-usia-ini,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,50,2025-06-19,2025-06-25
jogja.tribunnews.com,Page,N/A,N/A,jogja.tribunnews.com/2016/12/22/6-cara-rangsang-klitoris-agar-wanita-capai-orgasme-maksimal,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,50,2025-06-19,2025-06-25
jateng.tribunnews.com,Page,N/A,N/A,jateng.tribunnews.com/2015/11/01/adinda-obati-kista-menggunakan-daun-sirih-dan-sirsak,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,50,2025-06-20,2025-06-24
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2018/02/22/2-kategori-dan-49-istilah-yang-sering-digunakan-di-film-biru?page=4,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,50,2025-06-19,2025-06-25
jabar.tribunnews.com,Page,N/A,N/A,jabar.tribunnews.com/2022/01/31/spesialis-ahli-pengobatan-alat-vital-tangerang-banten-terbaik-terpercaya-klinik-bpk-habdul-nun,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,50,2025-06-19,2025-06-25
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2021/12/07/video-maria-vania-di-atas-ranjang-viral-sudah-ditonton-34-juta-kali,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,50,2025-06-19,2025-06-24
bali.tribunnews.com,Page,N/A,N/A,bali.tribunnews.com/2017/08/08/risiko-seks-oral-bukan-sipilis-dan-hiv-namun-malah-memicu-kanker-lidah-dan-mulut-bagaimana-bisa?page=2,Advertiser preference,Google-served ads obscuring content,Restricted ad serving,ca-pub-7784034061253020,50,2025-06-20,2025-06-25
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2020/06/30/23-link-nonton-online-streaming-film-dewasa-dan-film-anak-film-india-drama-korea-serial-barat,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,49,2025-06-20,2025-06-25
lampung.tribunnews.com,Page,N/A,N/A,lampung.tribunnews.com/2015/12/22/video-benjolan-gede-di-kulit-kepala-ternyata-isinya-seperti-ini,Policy issue,Site Behavior: Navigation,Restricted ad serving,ca-pub-7784034061253020,49,2025-06-19,2025-06-24
kupang.tribunnews.com,Page,N/A,N/A,kupang.tribunnews.com/2019/07/16/wanita-pura-pura-orgasme-di-ranjang-ini-alasannya-pria-mesti-tahu-hal-ini-loh,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,49,2025-06-23,2025-06-24
