Site or app,Entity,Platform,App package name or store ID,Issue location,Issue type,Issues,Status,Property codes,Ad requests - last 7 days,Date reported,Last date found
suryamalang.tribunnews.com,Page,N/A,N/A,suryamalang.tribunnews.com/2025/06/09/dalih-tarmin-ketua-panitia-kurban-yang-viral-minta-uang-rp-15-ribu-ke-warga-yang-tukar-kupon-daging?page=2,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,424,2025-06-20,2025-06-23
kupang.tribunnews.com,Page,N/A,N/A,kupang.tribunnews.com/2019/07/18/terlihat-sangat-perkasaternyata-ini-cara-aktor-film-porno-menjaga-ereksinya-bertahan-sepanjang-film,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,418,2025-06-19,2025-06-25
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/2025/06/25/keluarga-mempelai-wanita-berusaha-culik-pengantin-di-pernikahan-dan-serang-tamu-dengan-bubuk-cabai,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,414,2025-06-25,2025-06-25
aceh.tribunnews.com,Page,N/A,N/A,aceh.tribunnews.com/2025/06/18/sosok-pelaku-pembacokan-yang-tewaskan-5-orang-sekeluarga-di-aceh-tenggara-1-korban-masih-balita?page=3,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,409,2025-06-19,2025-06-25
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/2022/02/05/resep-sup-sayur-iga-babi-makanan-non-halal-yang-mudah-dibuat-di-rumah,Policy issue,Modified ad code: Resizing Ad Frames,Restricted ad serving,ca-pub-7784034061253020,399,2025-06-19,2025-06-25
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2019/11/22/lima-wanita-cantik-bintang-film-dewasa-terfavorit-nomor-4-pemeran-terbaik-adegan-sesama-jenis,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,386,2025-06-19,2025-06-25
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2020/10/31/obat-kuat-bawang-putih-campuran-kopi-hitam-dan-madu-hingga-jahe-campur-madu,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,385,2025-06-19,2025-06-25
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/2025/06/25/pengantin-wanita-pakai-kaos-dan-sandal-jepit-saat-pernikahan-protes-mahar-tak-sesuai-kesepakatan,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,374,2025-06-24,2025-06-25
jakarta.tribunnews.com,Page,N/A,N/A,jakarta.tribunnews.com/topic/viral-di-media-sosial,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,370,2025-06-19,2025-06-24
palembang.tribunnews.com,Page,N/A,N/A,palembang.tribunnews.com/2025/05/23/5-contoh-kata-sambutan-tentang-idul-adha-2025-dari-kepala-desa-dan-ketupel-singkat-dan-penuh-makna,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,364,2025-06-22,2025-06-23
manado.tribunnews.com,Page,N/A,N/A,manado.tribunnews.com/kesehatan,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,363,2025-06-19,2025-06-25
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2025/06/25/tendang-pacarnya-hingga-tersungkur-pria-ini-pergoki-kekasihnya-ngamar-dengan-selingkuhannya,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,344,2025-06-25,2025-06-25
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2016/11/23/bungkuk-udang-nafsu-tinggi-betulkah,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,331,2025-06-19,2025-06-25
www.tribunnewswiki.com,Page,N/A,N/A,www.tribunnewswiki.com/2019/10/24/40-arti-tahi-lalat-berdasarkan-lokasinya-di-tubuh-banyak-tahi-lalat-jadi-panen-keberuntungan-nih?page=all,Advertiser preference;Policy issue,Encouraging accidental clicks: Layout;Google-served ads obscuring content,Restricted ad serving,ca-pub-7784034061253020,330,2025-06-19,2025-06-25
pekanbaru.tribunnews.com,Page,N/A,N/A,pekanbaru.tribunnews.com/2021/08/21/apa-arti-amunisi-dalam-bahasa-gaul-bukan-soal-senjata-ini-amunisi-artinya-bahasa-gaul,Advertiser preference,Google-served ads obscuring content,Restricted ad serving,ca-pub-7784034061253020,319,2025-06-19,2025-06-25
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2025/05/25/urutan-pangkat-polisi-beserta-lambangnya?source=kgnotif_1,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,313,2025-06-19,2025-06-24
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2017/12/13/6-cara-tahu-wanita-tak-perawan-nomor-1-hidung-nomor-2-mata-nomor-5-telapak-tangan,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,311,2025-06-19,2025-06-25
lampung.tribunnews.com,Page,N/A,N/A,lampung.tribunnews.com/2018/05/21/6-tanda-pasangan-pernah-berhubungan-intim-dengan-pria-lain-suami-mesti-waspada,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,304,2025-06-19,2025-06-25
aceh.tribunnews.com,Page,N/A,N/A,aceh.tribunnews.com/2025/05/27/ngeri-kelamin-bocah-10-tahun-terpotong-saat-disunat-laser-alami-luka-serius-sudah-5-kali-operasi,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,303,2025-06-19,2025-06-24
surabaya.tribunnews.com,Page,N/A,N/A,surabaya.tribunnews.com/2022/11/17/lirik-sholawat-ya-robbi-sholli-ala-muhammad-arab-latin-dan-terjemahan-indonesia,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,290,2025-06-24,2025-06-24
jateng.tribunnews.com,Page,N/A,N/A,jateng.tribunnews.com/2016/05/02/inilah-9-wanita-berparas-cantik-namun-memilih-karier-sebagai-bintang-film-porno,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,288,2025-06-19,2025-06-25
wartakota.tribunnews.com,Page,N/A,N/A,wartakota.tribunnews.com/2017/04/24/video-adegan-ayu-ting-ting-di-atas-ranjang-bikin-heboh,Policy issue,Site Behavior: Navigation,Restricted ad serving,ca-pub-7784034061253020,286,2025-06-19,2025-06-25
surabaya.tribunnews.com,Page,N/A,N/A,surabaya.tribunnews.com/2025/06/24/kronologi-polres-bogor-gerebek-pesta-gay-di-bogor-75-orang-diamankan-modus-family-gathering,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,286,2025-06-24,2025-06-24
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/tag/fadly-wellang,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,286,2025-06-24,2025-06-24
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2018/01/06/video-mesum-tante-dan-bocah-di-bandung-ternyata-juga-berhubungan-dengan-pria-ini,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,282,2025-06-19,2025-06-25
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2017/03/28/beginilah-ular-piton-menelan-akbar-petani-sawit-memuju-tengah,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,276,2025-06-19,2025-06-25
pekanbaru.tribunnews.com,Page,N/A,N/A,pekanbaru.tribunnews.com/2023/12/15/chika-viral-20-juta-link-dicari-dan-link-video-chika-yang-lagi-viral-disebar-di-twitter,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,267,2025-06-19,2025-06-24
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2020/03/05/tips-gerakan-senam-kegel-untuk-wanita-manfaatnya-bisa-bahagiakan-pasangan-anda?page=2,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,253,2025-06-20,2025-06-25
surabaya.tribunnews.com,Page,N/A,N/A,surabaya.tribunnews.com/news,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,245,2025-06-24,2025-06-25
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/2025/03/13/sosok-kombes-pol-hendria-lesmana-ditunjuk-kapolri-sebagai-kapolresta-deli-serdang,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,245,2025-06-23,2025-06-23
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/kesehatan/2021/07/16/manfaat-minyak-zaitun-untuk-pria-benarkah-bisa-memperbesar-alat-vital-ahli-beberkan-faktanya,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,244,2025-06-19,2025-06-25
kupang.tribunnews.com,Page,N/A,N/A,kupang.tribunnews.com/2020/04/22/mantan-artis-film-dewasa-thailand-yang-cantik-dan-seksi-ini-cari-suami-baru-ini-syarat-syaratnya,Advertiser preference;Policy issue,Encouraging accidental clicks: Layout;Google-served ads obscuring content,Restricted ad serving,ca-pub-7784034061253020,229,2025-06-19,2025-06-25
batam.tribunnews.com,Page,N/A,N/A,batam.tribunnews.com/2020/12/21/kisah-cinta-4-pasangan-pemeran-film-panas-terjebak-cinta-lokasi-hingga-menikah-ada-yang-punya-anak?page=all,Advertiser preference,Google-served ads obscuring content,Restricted ad serving,ca-pub-7784034061253020,228,2025-06-19,2025-06-25
belitung.tribunnews.com,Page,N/A,N/A,belitung.tribunnews.com/2017/08/13/cerita-mengapa-ada-orang-yang-meninggal-tersenyum,Advertiser preference,Shocking content,Restricted ad serving,ca-pub-7784034061253020,226,2025-06-19,2025-06-25
style.tribunnews.com,Page,N/A,N/A,style.tribunnews.com/2017/06/24/ingin-tahan-lama-saat-diranjang-cukup-gunakan-ramuan-sawo-mentah-ini-begini-caranya,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,224,2025-06-19,2025-06-25
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2017/03/13/astaga-pria-ini-puaskan-nafsunya-ke-alat-bantu-seks-kalau-nggak-ada-bocah-buat-dicabuli,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,224,2025-06-19,2025-06-25
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/regional/2021/03/05/kronologi-lengkap-pembunuhan-gadis-cantik-di-hotel-kediri-korban-ditikam-pisau-belati-usai-bercinta,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,223,2025-06-19,2025-06-25
pekanbaru.tribunnews.com,Page,N/A,N/A,pekanbaru.tribunnews.com/tag/kiwora-mlbb,Policy issue,Mislabeled Ads,Restricted ad serving,ca-pub-7784034061253020,223,2025-06-19,2025-06-25
bali.tribunnews.com,Page,N/A,N/A,bali.tribunnews.com/live-streaming,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,221,2025-06-19,2025-06-24
aceh.tribunnews.com,Page,N/A,N/A,aceh.tribunnews.com/2020/11/07/video-panas-19-detik-mirip-gisel-viral-di-medsos-mbah-mijan-angkat-bicara-dan-ucapkan-terima-kasih,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020;ca-video-pub-7784034061253020,220,2025-06-19,2025-06-25
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2019/10/11/karena-sudah-keseringan-adik-kandung-ajak-duluan-kakak-berhubungan-badan-layaknya-suami-istri,Advertiser preference,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,215,2025-06-19,2025-06-25
pontianak.tribunnews.com,Page,N/A,N/A,pontianak.tribunnews.com/techno,Policy issue,Encouraging accidental clicks: Layout,Restricted ad serving,ca-pub-7784034061253020,213,2025-06-19,2025-06-25
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/2019/03/20/ini-dia-5-merek-rokok-paling-mahal-di-dunia-ada-yang-harganya-capai-rp-953-ribu?page=all,Policy issue,Site Behavior: Navigation,Restricted ad serving,ca-pub-7784034061253020,213,2025-06-19,2025-06-25
manado.tribunnews.com,Page,N/A,N/A,manado.tribunnews.com/2019/07/24/ternyata-status-whatsapp-kamu-tersimpan-di-folder-ini-bisa-buka-kapan-saja-begini-caranya,Advertiser preference,Google-served ads obscuring content,Restricted ad serving,ca-pub-7784034061253020,213,2025-06-19,2025-06-25
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/2019/09/20/inilah-daftar-makanan-yang-boleh-dipanaskan-kembali-dan-makanan-uang-tidak-bisa-dipanaskan-lagi,Advertiser preference,Google-served ads obscuring content,Restricted ad serving,ca-pub-7784034061253020,212,2025-06-19,2025-06-25
banjarmasin.tribunnews.com,Page,N/A,N/A,banjarmasin.tribunnews.com/2022/08/23/tak-usah-risau-alami-disfungsi-ereksi-dr-zaidul-akbar-bongkar-resep-ampuh-herbal,Policy issue,Ads Disguised as Content,Restricted ad serving,ca-pub-7784034061253020,211,2025-06-19,2025-06-25
