Site or app,Entity,Platform,App package name or store ID,Issue location,Must fix,Issues,Status,Property codes,Ad requests - last 7 days,Date reported,Last date found
aceh.tribunnews.com,Page,N/A,N/A,aceh.tribunnews.com/2024/06/24/cara-mengetahui-perempuan-masih-perawan-atau-tidak-apa-bisa-dilihat-dari-fisik-ini-kata-dr-boyke,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,20000,2024-06-28,2024-07-04
aceh.tribunnews.com,Page,N/A,N/A,aceh.tribunnews.com/2024/07/01/viral-odgj-mutilasi-sesama-odgj-di-garut-korban-dibungkus-karung-warga-takut-mendekat?page=2,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,16000,2024-07-01,2024-07-04
aceh.tribunnews.com,Page,N/A,N/A,aceh.tribunnews.com/2024/07/01/kasus-mutilasi-di-garut-pelaku-erus-sempat-ikat-dan-tuntun-korban-sebelum-tubuhnya-dipotong-potong?page=3,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,14000,2024-06-30,2024-07-02
bogor.tribunnews.com,Page,N/A,N/A,bogor.tribunnews.com/2024/07/01/video-pelaku-mutilasi-di-garut-elus-kepala-korban-mainkan-potongan-tubuh-temannya-depan-warga,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,13000,2024-07-01,2024-07-03
tribunnewswiki.com,Page,N/A,N/A,tribunnewswiki.com/2024/07/01/viral-video-odgj-mutilasi-odgj-di-cibalong-garut-korban-dibungkus-karung-ini-tampangnya?source=kgnotif_1,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,13000,2024-06-30,2024-07-04
aceh.tribunnews.com,Page,N/A,N/A,aceh.tribunnews.com/2024/07/03/kunci-sukses-memiliki-keturunan-dengan-cara-promil-atau-program-hamil-ala-seksolog-dr-boyke?page=2,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,13000,2024-07-02,2024-07-04
sultra.tribunnews.com,Page,N/A,N/A,sultra.tribunnews.com/2024/07/02/detik-detik-mengerikan-ular-piton-makan-manusia-di-luwu-sulawesi-selatan-jasad-wanita-dikeluarkan,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,12000,2024-07-02,2024-07-04
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2020/07/06/ciri-ciri-wanita-tidak-perawan-lihat-6-bentuk-fisiknya?page=2,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,12000,2024-06-28,2024-07-04
pekanbaru.tribunnews.com,Page,N/A,N/A,pekanbaru.tribunnews.com/2024/07/03/mutilasi-di-garut-dugaan-erus-memakan-tubuh-korban-sampai-temuan-12-bagian-tubuh-masih-jadi-misteri?source=kgnotif_1,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,12000,2024-07-02,2024-07-04
bogor.tribunnews.com,Page,N/A,N/A,bogor.tribunnews.com/2024/06/30/video-detik-detik-sebelum-terjadi-mutilasi-di-garut-tangan-korban-diikat-dan-ditarik-seperti-hewan?source=kgnotif_1,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,12000,2024-06-30,2024-07-03
surabaya.tribunnews.com,Page,N/A,N/A,surabaya.tribunnews.com/2024/07/01/fakta-kesadisan-pelaku-potong-tubuh-jadi-3-bagian-lalu-dibungkus-karung-polres-garut-mohon-waktu?source=kgnotif_1,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,11000,2024-06-30,2024-07-04
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/regional/2024/07/02/kronologi-penemuan-mayat-korban-mutilasi-di-garut-bagian-tubuh-terpotong-beberapa-bagian,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,10000,2024-07-02,2024-07-04
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/regional/2024/07/02/fakta-baru-kasus-mutilasi-odgj-di-garut-asal-pisau-yang-dipakai-pelaku-hingga-lakukan-kanibalisme,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,10000,2024-07-02,2024-07-04
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/2024/06/30/tips-agar-pasangan-cepat-basah-berikut-saran-seksolog-dokter-dina-oktaviani?source=kgnotif_1,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,10000,2024-06-30,2024-07-03
aceh.tribunnews.com,Page,N/A,N/A,aceh.tribunnews.com/2022/09/15/istri-perlu-tahu-begini-cara-puaskan-suami-jika-sedang-haid-jangan-biarkan-pasangan-anda-buat-dosa,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,9400,2024-06-28,2024-07-04
bogor.tribunnews.com,Page,N/A,N/A,bogor.tribunnews.com/,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,7800,2024-07-03,2024-07-04
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2020/07/06/ciri-ciri-wanita-tidak-perawan-lihat-6-bentuk-fisiknya?page=3,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,7800,2024-06-28,2024-07-04
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/2024/07/01/detik-detik-pelaku-mutilasi-korban-di-pinggir-jalan-garut-terekam-korban-diikat-dan-ditarik-ke-tkp,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,7600,2024-07-01,2024-07-04
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/lokal,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,7600,2024-07-03,2024-07-04
bali.tribunnews.com,Page,N/A,N/A,bali.tribunnews.com/2024/06/28/viral-video-dua-gadis-bule-dipukuli-membabi-buta-di-pantai-berawa-canggu-ini-kronologi-lengkapnya,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,7300,2024-06-28,2024-07-03
lampung.tribunnews.com,Page,N/A,N/A,lampung.tribunnews.com/2017/02/19/4-film-ini-disebut-punya-adegan-intim-paling-parah-dibanding-50-shades-of-grey,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,7300,2024-06-28,2024-07-04
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/2024/07/01/detik-detik-odgj-mutilasi-odgj-korban-ditarik-anak-anak-sempat-lihat-pelaku-cincang-tubuh-korban,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,7200,2024-06-30,2024-07-03
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/2024/06/21/abdul-pasren-ketua-rt-penjeblos-8-terpidana-kasus-vina-digeruduk-tak-mempan-didatangi-dedi-mulyadi,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,7200,2024-06-28,2024-07-04
bogor.tribunnews.com,Page,N/A,N/A,bogor.tribunnews.com/2024/07/04/waduh-isu-hantu-berkeliaran-di-ipb-university-jawaban-santai-pihak-kampus-tuai-pujian?source=kgnotif_1,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,7000,2024-07-03,2024-07-04
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/regional/2024/07/02/momen-terakhir-sebelum-pelaku-mutilasi-di-garut-habisi-korban-pakai-golok-sempat-bawa-jalan-jalan,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,6700,2024-07-01,2024-07-03
pekanbaru.tribunnews.com,Page,N/A,N/A,pekanbaru.tribunnews.com/2024/07/01/aksi-erus-saat-cincang-tubuh-manusia-dilihat-oleh-anak-anak-warga-lari-saat-lihat-kepala,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,6500,2024-06-30,2024-07-03
aceh.tribunnews.com,Page,N/A,N/A,aceh.tribunnews.com/2024/06/24/cara-mengetahui-perempuan-masih-perawan-atau-tidak-apa-bisa-dilihat-dari-fisik-ini-kata-dr-boyke?page=2,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,6300,2024-06-28,2024-07-03
bali.tribunnews.com,Page,N/A,N/A,bali.tribunnews.com/2024/06/28/viral-video-dua-gadis-bule-dipukuli-membabi-buta-di-pantai-berawa-canggu-ini-kronologi-lengkapnya?source=kgnotif_1,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,6000,2024-06-28,2024-07-03
jogja.tribunnews.com,Page,N/A,N/A,jogja.tribunnews.com/2023/09/23/lirik-dan-terjemahan-lagu-youre-on-your-own-kid-taylor-swift,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,6000,2024-06-28,2024-07-04
belitung.tribunnews.com,Page,N/A,N/A,belitung.tribunnews.com/2024/06/30/veni-oktaviana-digerebek-bareng-suami-orang-ditemukan-tisu-magic-daster-hitam-dan-tisu-bekas-pakai,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,5800,2024-06-30,2024-07-03
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2024/07/03/aisyah-dahlan-jelaskan-cara-berhubungan-suami-istri-sesuai-tuntunan-islam?source=kgnotif_1,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,5300,2024-07-03,2024-07-04
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2024/06/30/setan-tak-berani-ganggu-buya-yahya-sarankan-baca-doa-ini-sebelum-berhubungan-suami-istri?source=kgnotif_1,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,5000,2024-06-30,2024-07-03
aceh.tribunnews.com,Page,N/A,N/A,aceh.tribunnews.com/2023/01/23/seksolog-dr-boyke-beri-tips-cara-memuaskan-pasangan-saat-berhubungan-intim-singgung-bermacam-gaya,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,4800,2024-06-28,2024-07-04
depok.tribunnews.com,Page,N/A,N/A,depok.tribunnews.com/2024/07/01/fakta-sosok-pemuda-yang-mutilasi-odgj-di-garut-jabar-pakai-baju-biru-bertuliskan-science-4,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,4700,2024-07-01,2024-07-03
kaltim.tribunnews.com,Page,N/A,N/A,kaltim.tribunnews.com/2023/06/06/dilarang-tayang-di-indonesia-5-anime-penuh-adegan-panas-18-tanpa-sensor,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,4600,2024-06-28,2024-07-03
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2022/11/04/amalan-doa-kuat-dan-tahan-lama-khusus-suami-ketika-berhubungan-dengan-istri,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,4600,2024-06-28,2024-07-04
kupang.tribunnews.com,Page,N/A,N/A,kupang.tribunnews.com/2017/12/09/tanpa-sensor-para-pemain-di-lima-film-ini-benar-benar-lakukan-adegan-ranjang-di-depan-kamera,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,4600,2024-06-30,2024-07-02
m.tribunnews.com,Page,N/A,N/A,m.tribunnews.com/regional/2024/07/02/fakta-baru-kasus-mutilasi-odgj-di-garut-asal-pisau-yang-dipakai-pelaku-hingga-lakukan-kanibalisme,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,4500,2024-07-02,2024-07-03
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/2024/07/02/sadisnya-erus-pelaku-mutilasi-di-garut-tubuh-korban-dimakan-depan-warga-pisau-dari-rumah-warga,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,4300,2024-07-02,2024-07-03
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2022/06/29/ciri-ciri-wanita-yang-sudah-tidak-perawan-perhatikan-telapak-tangannya,Yes,Ads Disguised as Content;Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,4300,2024-06-28,2024-07-04
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2016/11/26/rugi-kalau-tak-tahu-inilah-arti-bo-st-lt-di-ucapan-terima-kasih-psk-kepada-anji-drive,Yes,Adult: Sexual content;Site Behavior: Navigation,Restricted ad serving,ca-pub-7784034061253020,4300,2024-06-28,2024-07-04
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/2024/07/01/sosok-erus-pelaku-odgj-mutilasi-odgj-di-garut-tersenyum-saat-diamankan-polisi-videonya-viral?page=2,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,4200,2024-06-30,2024-07-03
sumsel.tribunnews.com,Page,N/A,N/A,sumsel.tribunnews.com/2018/02/10/5-film-ini-aktornya-lakukan-adegan-ranjang-beneran-namun-ada-yang-terbongkar-rahasianya,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,4000,2024-06-28,2024-07-04
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/regional/2024/07/01/3-fakta-temuan-korban-mutilasi-di-garut-jadi-tiga-bagian-warga-lihat-seorang-pria-tenteng-karung,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,4000,2024-06-30,2024-07-02
jateng.tribunnews.com,Page,N/A,N/A,jateng.tribunnews.com/2024/06/07/empat-orang-dikeroyok-massa-di-sumbersoko-pati-yang-dikira-maling-ternyata-mau-ambil-mobil-rentalan?source=kgnotif_1,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,3900,2024-06-28,2024-07-04
aceh.tribunnews.com,Page,N/A,N/A,aceh.tribunnews.com/2022/12/01/buya-yahya-beberkan-tips-puaskan-suami-saat-istri-dalam-keadaan-haid,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,3800,2024-06-28,2024-07-03
bogor.tribunnews.com,Page,N/A,N/A,bogor.tribunnews.com/2024/06/30/video-detik-detik-sebelum-terjadi-mutilasi-di-garut-tangan-korban-diikat-dan-ditarik-seperti-hewan,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,3800,2024-06-30,2024-07-03
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2018/01/06/video-viral-tante-vs-bocah-anak-anak-itu-sebenarnya-tolak-hubungan-badan-tapi-diimingi-ini,Yes,Ads Disguised as Content;Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,3800,2024-06-28,2024-07-04
makassar.tribunnews.com,Page,N/A,N/A,makassar.tribunnews.com/2020/07/06/ciri-ciri-wanita-tidak-perawan-lihat-6-bentuk-fisiknya?page=4,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,3700,2024-06-28,2024-07-04
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2024/06/21/bidan-dan-sopir-ambulan-di-polman-kepergok-ngamar-terancam-1-tahun-penjara-dan-sanksi-kode-etik,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,3700,2024-06-28,2024-07-03
jambi.tribunnews.com,Page,N/A,N/A,jambi.tribunnews.com/2024/05/16/video-skandal-20-detik-diduga-mahasiswi-di-jambi-viral-warganet-cantik-ceweknya,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,3600,2024-06-29,2024-07-02
sumsel.tribunnews.com,Page,N/A,N/A,sumsel.tribunnews.com/2021/08/25/belajar-gitar-7-lagu-romantis-armada-dan-dewa-19-pakai-kunci-paling-mudah-cocok-bagi-pemula,Yes,Encouraging accidental clicks: Layout,Restricted ad serving,ca-pub-7784034061253020,3600,2024-06-28,2024-07-04
aceh.tribunnews.com,Page,N/A,N/A,aceh.tribunnews.com/2024/06/27/bagaimana-hukum-berhubungan-suami-istri-tanpa-busana-simak-penjelasan-buya-yahya,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,3500,2024-06-28,2024-07-03
sultra.tribunnews.com,Page,N/A,N/A,sultra.tribunnews.com/2023/02/20/video-erika-viral-di-tiktok-prank-ojol-full-1-menit-31-detik-awalnya-masuk-rumah-lalu-kamar-mandi,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,3500,2024-06-28,2024-07-04
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/2024/07/02/gelagat-mengerikan-pelaku-mutilasi-teman-di-garut-elus-kepala-mainkan-dan-makan-daging-depan-warga,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,3400,2024-07-01,2024-07-03
jabar.tribunnews.com,Page,N/A,N/A,jabar.tribunnews.com/superball/persibmania,Yes,Modified ad code: Resizing Ad Frames,Restricted ad serving,ca-pub-7784034061253020,3300,2024-06-28,2024-07-04
sultra.tribunnews.com,Page,N/A,N/A,sultra.tribunnews.com/2024/07/02/video-viral-sikap-erus-usai-mutilasi-odgj-di-garut-mainkan-rambut-korban-hingga-tersenyum-ke-warga,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,3200,2024-07-02,2024-07-04
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/regional/2024/07/02/momen-terakhir-sebelum-pelaku-mutilasi-di-garut-habisi-korban-pakai-golok-sempat-bawa-jalan-jalan,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,3200,2024-07-01,2024-07-02
aceh.tribunnews.com,Page,N/A,N/A,aceh.tribunnews.com/2024/07/02/tak-hanya-mutilasi-erus-disebut-makan-mentah-mentah-daging-korbannya,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,3200,2024-07-02,2024-07-03
pekanbaru.tribunnews.com,Page,N/A,N/A,pekanbaru.tribunnews.com/2024/07/02/tidak-hanya-mutilasi-tubuh-manusia-erus-juga-makan-daging-korban-mentah-mentah,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,3200,2024-07-02,2024-07-03
aceh.tribunnews.com,Page,N/A,N/A,aceh.tribunnews.com/2024/06/24/cara-mengetahui-perempuan-masih-perawan-atau-tidak-apa-bisa-dilihat-dari-fisik-ini-kata-dr-boyke?page=3,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,3100,2024-06-28,2024-07-02
jabar.tribunnews.com,Page,N/A,N/A,jabar.tribunnews.com/2019/09/18/inilah-sejumlah-manfaat-dan-khasiat-kopi-cleng-kopi-perkasa-tumbangkan-belasan-pria-sumedang,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,3100,2024-06-28,2024-07-03
aceh.tribunnews.com,Page,N/A,N/A,aceh.tribunnews.com/2024/07/03/kasus-odgj-mutilasi-odgj-di-garut-pelaku-tawarkan-daging-anyar-ke-warga-dipotong-jadi-12-bagian?page=2,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,3000,2024-07-03,2024-07-04
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/parapuan/2022/10/08/ada-3-posisi-klasik-saat-berhubungan-intim-salah-satunya-missionary,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,3000,2024-06-28,2024-07-04
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2017/09/14/bertobat-pemeran-tarzan-x-tinggalkan-film-biru-setelah-banyak-merenung?page=all,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,3000,2024-06-28,2024-07-03
pekanbaru.tribunnews.com,Page,N/A,N/A,pekanbaru.tribunnews.com/2023/07/06/link-video-viral-acha-viral-cewek-tobrut-beredar-tobrut-adalah-bahasa-gaul,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,3000,2024-06-28,2024-07-02
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2016/01/27/begini-cara-mengamankan-akun-facebook-dari-konten-porno,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,3000,2024-06-28,2024-07-04
aceh.tribunnews.com,Page,N/A,N/A,aceh.tribunnews.com/2022/06/22/berapa-lama-suami-butuh-waktu-istirahat-sebelum-memasuki-ronde-kedua-begini-kata-dr-boyke,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,2900,2024-06-28,2024-07-04
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/2024/07/01/sosok-erus-pelaku-odgj-mutilasi-odgj-di-garut-tersenyum-saat-diamankan-polisi-videonya-viral?page=3,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,2900,2024-06-30,2024-07-03
sultra.tribunnews.com,Page,N/A,N/A,sultra.tribunnews.com/2022/11/01/cara-nonton-yandex-ru-video-viral-full-no-sensor-tanpa-vpn-dengan-mudah-link-website-dan-aplikasi,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,2900,2024-06-28,2024-07-03
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2024/07/02/kronologi-odgj-mutilasi-odgj-di-pinggir-jalan-pelaku-sempat-tuntun-korban-sebelum-kejadian,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,2800,2024-07-02,2024-07-04
www.tribunnewswiki.com,Page,N/A,N/A,www.tribunnewswiki.com/2024/07/01/viral-video-odgj-mutilasi-odgj-di-cibalong-garut-korban-dibungkus-karung-ini-tampangnya,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,2800,2024-06-30,2024-07-04
bangka.tribunnews.com,Page,N/A,N/A,bangka.tribunnews.com/2023/12/27/harga-rokok-2024-naik-harga-sampoerna-mild-surya-la-djarum-marlboro-diprediksi-jadi-segini,No,Tobacco,Restricted ad serving,ca-pub-7784034061253020,2700,2024-06-28,2024-07-03
aceh.tribunnews.com,Page,N/A,N/A,aceh.tribunnews.com/2024/07/01/sadis-suami-bakar-istri-hidup-hidup-di-tangerang-ternyata-cekcok-perkara-barang-ini,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,2700,2024-07-01,2024-07-03
bogor.tribunnews.com,Page,N/A,N/A,bogor.tribunnews.com/2024/07/01/penampakan-golok-yang-dipakai-erus-mutilasi-bestie-di-garut-santai-makan-daging-manusia-depan-warga,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,2700,2024-07-01,2024-07-03
pontianak.tribunnews.com,Page,N/A,N/A,pontianak.tribunnews.com/2018/01/28/inilah-7-ciri-wanita-kecanduan-masturbasi-7-persen-cewek-melakukannya-setiap-hari,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,2700,2024-06-28,2024-07-04
medan.tribunnews.com,Page,N/A,N/A,medan.tribunnews.com/2022/11/22/cara-memanjakan-mr-p-suami-menurut-seksolog-zoya-amirin,No,Adult: Sexual content,Restricted ad serving,ca-pub-7784034061253020,2600,2024-06-28,2024-07-04
www.tribunnews.com,Page,N/A,N/A,www.tribunnews.com/lifestyle,No,Shocking content,Restricted ad serving,ca-pub-7784034061253020,2600,2024-06-28,2024-07-03
